SNID,drop_MJD_1,drop_MJD_2,drop_MJD_3,drop_MJD_4,drop_MJD_5,drop_MJD_6,drop_MJD_7,drop_MJD_8,drop_MJD_9,drop_MJD_10,drop_MJD_11,drop_MJD_12
2020ilb,58757.470,58846.507,59141.486,59229.410,59264.298,
2020inw,58903.472,58908.441,
2020iuu,59029.290,59076.270,59231.620,
2020iwi,58942.480,59261.620,
2020iwj,59281.268,
2020iwl,58968.366,
2020ixl,59511.513,
2020ixk,59055.330,
2020ixs,58868.650,58873.640,58931.510,59255.620,59262.630,59268.590,59452.246,
2020iyg,59207.650,59222.590,
2020iyu,58976.298,
2020jcy,59270.600,59352.345,
2020jev,59231.480,
2020jfx,58950.580,58976.326,59226.640,59246.640,
2020jjb,59408.420,
2020jny,59195.580,
2020jnz,59176.552,
2020juk,59226.560,
2020jur,59423.280,
2020kbl,59255.620,59291.486,
2020kfy,58898.309,
2020kmj,58984.270,59004.300,59014.280,59042.270,59213.650,59255.530,59416.270,59416.280,
2020knn,59016.235,59078.270,
2020kns,58974.295,
2020koe,59314.480,
2020kps,59205.580,
2020kvc,59268.416,
2020kxv,59106.250,59110.240,
2020kzy,59026.288,
2020lbh,59205.650,
2020lgr,58749.118,
2020lgy,59302.340,
2020lis,59379.399,
2020lnm,58805.556,
2020lom,59164.197,59354.590,
2020lrr,59305.303,
2020lxe,58846.565,
2020mor,58847.660,58872.610,
2020neh,59194.562,59199.561,59228.496,59320.540,
2020nki,58882.500,58966.310,59206.650,59213.660,
2020nkv,59033.390,59051.172,59051.192,
2020nlb,59040.205,
2020nsp,59469.240,
2020nuc,59383.225,
2020nva,59079.443,
2020ofp,58918.600,59295.550,
2020oi,58635.193,58636.249,58787.535,58787.537,58787.540,58834.524,58846.546,58940.353,
2020oou,59267.570,
2020ore,58960.460,58972.440,
2020pcz,59299.550,
2020pki,58758.150,58758.190,59013.550,59328.590,59408.420,
2020ppe,58867.129,
2020pwr,59345.550,
2020pyf,58856.512,
2020pyk,59093.374,
2020qgp,59110.367,
2020qho,59070.212,
2020qqi,59077.308,
2020qwb,59369.456,
2020qxl,59328.440,
2020rcr,58966.570,
2020rii,59358.380,
2020riu,58680.437,
2020rkq,58837.560,58837.562,58879.541,59354.370,
2020roi,58963.370,
2020roj,59336.610,
2020rok,59507.290,
2020rol,59193.530,59228.507,59268.468,
2020rst,59130.432,
2020rxp,59020.252,59322.278,
2020ryb,59356.370,
2020sgf,59399.462,
2020shc,58871.264,58876.219,
2020skh,59005.469,59156.390,59384.464,59384.466,59384.468,
2020tfc,58876.124,58955.497,58987.451,59074.413,59074.468,59077.299,59230.153,59371.416,59400.391,59438.352,59443.329,
2020tht,59130.490,59156.340,
2020tip,59110.368,
2020tkc,59210.123,59399.386,
2020tly,59123.330,59123.381,59146.276,59146.330,
2020top,58885.108,
2020trc,59166.210,
2020trd,58892.228,59269.144,59426.420,
2020tri,59343.400,59383.280,
2020ujp,59250.208,59254.246,
2020ulz,59131.392,
2020unn,58939.178,
2020usd,58637.333,
2020usk,59297.520,59341.320,
2020utm,59439.467,
2020uxz,59410.462,59414.436,59414.464,59417.423,59427.467,59429.422,59429.464,59434.456,59438.442,
2020vbj,59384.366,
2020vgc,58970.445,59117.230,
2020vjz,59075.350,
2020vpn,59093.410,59130.480,59381.580,
2020vqy,59517.421,
2020vvp,59452.246,
2020wbf,59496.401,
2020wif,58863.147,58881.105,58892.149,
2020wmz,59171.196,
2020woq,59178.207,59384.366,
2020wpo,59164.197,
2020xft,59157.233,
2020xkl,58863.168,58871.188,58871.231,58876.168,58892.148,
2020xqb,59175.088,59175.127,
2020xyo,59301.341,
2020yac,59452.439,
2020yda,59158.504,
2020yhi,59463.506,
2020yhw,59408.419,
2020yis,59127.389,
2020yyc,59498.381,
2020yza,58869.480,58869.480,
2020zfn,59187.180,
2020zfs,59134.274,
2020zke,59471.472,
2020zpz,59027.520,59123.210,59192.108,59384.357,
2020zrk,58812.194,
2021aamp,58819.141,
2021aard,59109.610,
2021aaum,59460.461,
2021abbi,59145.406,59152.404,
2021abj,59147.610,
2021aci,59384.270,
2021acee,59258.240,
2021acey,59179.531,59310.350,
2021acgo,59510.440,
2021acgu,59222.212,
2021actw,59468.570,
2021acss,59454.412,
2021aff,59258.520,
2021akq,58789.522,
2021aoi,59030.270,
2021aot,59466.540,
2021aov,59366.400,
2021aoy,58719.433,
2021arl,59031.270,59066.260,59200.640,
2021atg,59294.270,
2021ath,59410.219,
2021bbd,59272.406,
2021bbz,59504.532,59550.498,
2021bsr,59274.415,59511.513,
2021bvy,59525.535,
2021cb,59382.290,59431.330,59441.250,59447.250,
2021cbe,59201.446,59271.366,
2021cte,59267.433,
2021dcu,59023.236,
2021do,59350.257,
2021dpa,58918.510,59272.321,59500.509,
2021dpi,58864.442,
2021ehh,59015.219,
2021gcv,59036.270,59072.270,59203.545,59217.630,
2021gda,59020.237,59040.205,59168.512
2021gqc,59011.232,59042.212,59047.300,59255.423,59384.205,
2021gqu,59365.340,
2021gza,59300.410,59315.370,
2021hwj,59300.510,
2021iae,59016.440,59040.360,59043.360,59059.380,59069.350,
2021ibg,59349.296,
2021ilt,58866.570,
2021im,59103.450,59137.450,
2021ita,59033.270,
2021ikg,59430.260,59453.250,
2021J,59231.455,
2021jkg,59453.250,
2021jmf,59326.430,59354.360,59355.370,59356.360,
2021jvl,59067.199,
2021jwb,58959.470,58972.450,58983.480,59034.280,59038.330,59097.270,59100.240,
2021kbn,59281.268,
2021kcc,59529.551,
2021kgg,59008.270,59302.241,
2021khl,59052.367,59054.350,59064.277,59073.183,59227.552,59230.536,59510.145,
2021klz,59043.280,59061.290,59072.280,
2021kpr,59329.312,
2021kqp,59363.272,
2021lez,58633.297,
2021lgc,59083.400,59104.300,59126.350,59137.230,59381.399,59406.354,
2021lix,59209.630,59257.580,59261.570,
2021lnv,59207.660,
2021log,59074.174,59380.212,
2021low,59203.484,
2021lra,59291.360,
2021lsk,59281.268,
2021lsx,59221.499,59381.277,59383.195,
2021lzg,59386.270,
2021nsh,59497.219,
2021nsi,59406.354,
2021nuh,59267.418,
2021nxw,59384.357,59406.354,
2021oal,59079.194,59108.230,59131.220,59136.220,59262.630,59320.479,
2021oaw,59198.485,
2021ofr,59332.280,
2021orm,59128.220,59441.174,
2021ovu,59384.357,59406.354,
2021pby,59295.532,
2021pcn,59179.528,59405.290,
2021pgm,59380.470,59392.463,59392.466,59392.471,
2021pgu,59238.580,59270.470,59278.480,59310.360,
2021phy,59427.177,
2021pqw,59206.640,
2021ptk,59394.280,59399.280,
2021qas,59387.385,
2021qgi,59172.214,
2021qhg,59328.299,
2021qxo,59406.354,
2021qzi,59408.419,
2021rbq,59108.250,
2021rge,59262.570,
2021rh,58781.466,
2021rhu,59346.480,59411.455,59414.447,
2021rmi,59037.270,59042.290,59257.570,59298.510,59328.460,59331.400,
2021rmq,59179.531,
2021rrc,59383.560,59398.510,
2021ryz,59202.564,59248.442,
2021sa,59137.505,59461.501,59461.502,59463.508,59463.510,59464.501,59464.504,59464.505,59478.503,59496.469,59526.620,
2021sbc,59418.379,59418.438,
2021sdy,58673.374,58811.108,59346.600,59508.300,
2021seu,59291.497,
2021skm,59452.247,
2021sun,59156.340,59189.330,
2021tci,58788.079,
2021txi,59129.234,59171.211,
2021uil,59365.351,
2021uip,59144.230,
2021und,59334.460,
2021uo,59373.238,
2021uxn,59182.290,59452.439,
2021uyq,59157.360,59183.310,59185.220,59356.580,59387.540,59498.244,
2021vku,59171.101,59408.420,
2021vri,59450.393,59450.452,
2021vrt,59324.273,
2021wlz,59449.258,59449.344,
2021wmq,59292.462,
2021wmr,59316.420,
2021wnb,59136.300,
2021wug,59043.360,
2021wxz,59322.550,59328.450,59354.360,59366.390,59402.310,59403.300,
2021xct,59299.550,
2021xre,59172.214,
2021xvu,59216.220,
2021yab,59245.230,
2021ynu,59503.338,
2021yxl,59345.610,59351.590,
2021zbq,59319.620,59357.590,59381.570,59386.540,
